iteration = 1 , objective = 0.6838089108757762, inputs = [0.95, 1.1], constraints = [0.38240745957532796]
iteration = 35 , objective = 0.6269997641836439, inputs = [1.0995480584514359, 1.1009751850778493], constraints = [0.3737381837934876]
iteration = 36 , objective = 0.6269058133684703, inputs = [1.0998197725600884, 1.1003859804317664], constraints = [0.37524697680974395]
iteration = 37 , objective = 0.6268695432213797, inputs = [1.0999250730797974, 1.100157639122016], constraints = [0.3758312054609512]
iteration = 38 , objective = 0.6268554958801469, inputs = [1.0999659166728302, 1.1000690709026584], constraints = [0.3760577401460889]
iteration = 39 , objective = 0.6268500485822711, inputs = [1.0999817642455272, 1.1000347058727802], constraints = [0.3761456259234221]
iteration = 40 , objective = 0.6268500487128935, inputs = [1.0999817657356432, 1.1000347058727802], constraints = [0.37614562389238393]
iteration = 41 , objective = 0.6268500478236092, inputs = [1.0999817642455272, 1.1000347073628962], constraints = [0.3761456238495151]
iteration = 42 , objective = 0.6268500459694791, inputs = [1.0999817642455272, 1.1000347058727802], constraints = [0.37614563402432616]
iteration = 43 , objective = 0.6268500027977949, inputs = [1.0999817657356432, 1.1000347058727802], constraints = [0.376145747984357]
iteration = 44 , objective = 0.6268500487643621, inputs = [1.0999817642455272, 1.1000347073628962], constraints = [0.3761456214722587]
iteration = 45 , objective = 0.6268500487096702, inputs = [1.0999817642455272, 1.1000347058727802], constraints = [0.3761456268617199]
iteration = 46 , objective = 0.6268500489868107, inputs = [1.0999817657356432, 1.1000347058727802], constraints = [0.376145628470075]
iteration = 1 , objective = 0.6442276639862227, inputs = [0.95, 1.1], constraints = [0.5024270860608366]
iteration = 2 , objective = 0.6442276642310906, inputs = [0.9500000014901161, 1.1], constraints = [0.5024270837077199]
iteration = 3 , objective = 0.6442276628732041, inputs = [0.95, 1.1000000014901161], constraints = [0.5024270848844424]
iteration = 4 , objective = 0.6442276595668344, inputs = [0.95, 1.1], constraints = [0.5024270992862698]
iteration = 5 , objective = 0.6442276695514986, inputs = [0.9500000014901161, 1.1], constraints = [0.5024270624002009]
iteration = 6 , objective = 0.6442276642746081, inputs = [0.95, 1.1000000014901161], constraints = [0.502427081270313]
iteration = 7 , objective = 0.6442276643436591, inputs = [0.95, 1.1], constraints = [0.5024270865266902]
iteration = 8 , objective = 0.6442276649688669, inputs = [0.9500000014901161, 1.1], constraints = [0.5024270873521394]
iteration = 9 , objective = 0.6442276635889517, inputs = [0.95, 1.1000000014901161], constraints = [0.502427082577214]
iteration = 10 , objective = 0.6795201076932659, inputs = [0.9041658292098598, 1.279983594781374], constraints = [-0.1536081827503519]
iteration = 11 , objective = 0.6518239496933508, inputs = [0.9345159145738999, 1.1608035731605484], constraints = [0.29704144705985525]
iteration = 12 , objective = 0.6470776275051212, inputs = [0.9433165232388514, 1.1262449642345898], constraints = [0.4160695476250402]
iteration = 13 , objective = 0.6455326100966202, inputs = [0.9470626447903085, 1.11153453287528], constraints = [0.4650731012186163]
iteration = 14 , objective = 0.6449439077974537, inputs = [0.9487155493889223, 1.1050438359484975], constraints = [0.4863726709393071]
iteration = 15 , objective = 0.644698714131429, inputs = [0.9494557547854465, 1.1021371655354342], constraints = [0.4958471239290716]
iteration = 16 , objective = 0.644425391551209, inputs = [0.9497873094179097, 1.1008352025329753], constraints = [0.49987310250268346]
iteration = 17 , objective = 0.6443035887609716, inputs = [0.9499182045137551, 1.100321198036257], constraints = [0.5014452834150744]
iteration = 18 , objective = 0.6442568558722552, inputs = [0.9499685323875893, 1.1001235683749315], constraints = [0.5020494344197327]
iteration = 19 , objective = 0.6442388933999784, inputs = [0.9499878924236265, 1.1000475445520719], constraints = [0.5022817883211164]
iteration = 20 , objective = 0.644231984497534, inputs = [0.9499953412077873, 1.1000182943457975], constraints = [0.5023711792345644]
iteration = 21 , objective = 0.6442319847390813, inputs = [0.9499953426979036, 1.1000182943457975], constraints = [0.5023711768431236]
iteration = 22 , objective = 0.6442319833809641, inputs = [0.9499953412077873, 1.1000182958359135], constraints = [0.5023711780276959]
iteration = 23 , objective = 0.6442319800465237, inputs = [0.9499953412077873, 1.1000182943457975], constraints = [0.5023711924784247]
iteration = 24 , objective = 0.6442319898806717, inputs = [0.9499953426979036, 1.1000182943457975], constraints = [0.502371155384231]
iteration = 25 , objective = 0.6442319847890321, inputs = [0.9499953412077873, 1.1000182958359135], constraints = [0.5023711744040107]
iteration = 26 , objective = 0.6442319848581246, inputs = [0.9499953412077873, 1.1000182943457975], constraints = [0.5023711796603297]
iteration = 27 , objective = 0.6442319854834161, inputs = [0.9499953426979036, 1.1000182943457975], constraints = [0.5023711804856016]
iteration = 28 , objective = 0.6442319841034078, inputs = [0.9499953412077873, 1.1000182958359135], constraints = [0.5023711757108327]
iteration = 29 , objective = 0.6733207950969423, inputs = [0.9296645510592483, 1.2853109915306407], constraints = [-0.18353026748219584]
iteration = 30 , objective = 0.6498353152936645, inputs = [0.9435119069104855, 1.1591076371205118], constraints = [0.2979074686138869]
iteration = 31 , objective = 0.6464086241548692, inputs = [0.947110271791182, 1.1263125155670386], constraints = [0.41328594196065616]
iteration = 32 , objective = 0.6452779496817246, inputs = [0.9486933119189616, 1.1118848532437828], constraints = [0.4627074861748273]
iteration = 33 , objective = 0.6448438882240501, inputs = [0.9494114217651085, 1.1053400751365166], constraints = [0.4848504267379495]
iteration = 34 , objective = 0.6446608754632973, inputs = [0.9497414388689349, 1.1023323337335347], constraints = [0.49496884567631166]
iteration = 35 , objective = 0.6444310884897743, inputs = [0.9498930943253324, 1.100950161749395], constraints = [0.4994228929662842]
iteration = 36 , objective = 0.6443097235179964, inputs = [0.9499553550970897, 1.1003827235808132], constraints = [0.5012186110033995]
iteration = 37 , objective = 0.6442623777131353, inputs = [0.9499796981859554, 1.100160863212339], constraints = [0.5019203472003372]
iteration = 38 , objective = 0.6442438733665098, inputs = [0.9499892206399088, 1.1000740765619463], constraints = [0.502194794477207]
iteration = 39 , objective = 0.6442366359970154, inputs = [0.9499929463149139, 1.1000401211492192], constraints = [0.502302163879974]
iteration = 40 , objective = 0.6442366362385809, inputs = [0.9499929478050301, 1.1000401211492192], constraints = [0.5023021614890866]
iteration = 41 , objective = 0.644236634880388, inputs = [0.9499929463149139, 1.1000401226393353], constraints = [0.5023021626731519]
iteration = 42 , objective = 0.6442366315455663, inputs = [0.9499929463149139, 1.1000401211492192], constraints = [0.5023021771264354]
iteration = 43 , objective = 0.6442366413776537, inputs = [0.9499929478050301, 1.1000401211492192], constraints = [0.5023021400965174]
iteration = 44 , objective = 0.6442366362885529, inputs = [0.9499929463149139, 1.1000401226393353], constraints = [0.5023021590487631]
iteration = 45 , objective = 0.644236636357686, inputs = [0.9499929463149139, 1.1000401211492192], constraints = [0.5023021643050415]
iteration = 46 , objective = 0.6442366369830692, inputs = [0.9499929478050301, 1.1000401211492192], constraints = [0.5023021651301676]
iteration = 47 , objective = 0.6442366356029634, inputs = [0.9499929463149139, 1.1000401226393353], constraints = [0.502302160355557]
iteration = 48 , objective = 0.6733844608763276, inputs = [0.929390801328538, 1.2852514268118722], constraints = [-0.18319367045477214]
iteration = 49 , objective = 0.6498456937449715, inputs = [0.9434291095705816, 1.1590483833655196], constraints = [0.2981736932425656]
iteration = 50 , objective = 0.6464138791633893, inputs = [0.9470727490874828, 1.1262924138907093], constraints = [0.41338218318734843]
iteration = 51 , objective = 0.6452810239770697, inputs = [0.9486752567040115, 1.1118860242556545], constraints = [0.4627161523552073]
iteration = 52 , objective = 0.644845988193489, inputs = [0.949401995263742, 1.1053527143691313], constraints = [0.48481361123060246]
iteration = 53 , objective = 0.644662542132043, inputs = [0.9497358920227748, 1.1023510145588495], constraints = [0.49490865187107724]
iteration = 54 , objective = 0.644435950806486, inputs = [0.949889309591982, 1.1009718053394586], constraints = [0.4993554004914824]
iteration = 55 , objective = 0.6443144423209051, inputs = [0.9499524244727621, 1.1004044086201479], constraints = [0.5011504134107504]
iteration = 56 , objective = 0.6442670496809777, inputs = [0.9499770967540511, 1.1001826071798497], constraints = [0.5018517383591861]
iteration = 57 , objective = 0.644248530588828, inputs = [0.9499867461261341, 1.1000958602511444], constraints = [0.5021259720153]
iteration = 58 , objective = 0.644241288842354, inputs = [0.9499905207331952, 1.1000619268960203], constraints = [0.5022332372350926]
iteration = 59 , objective = 0.6442412890839369, inputs = [0.9499905222233113, 1.1000619268960203], constraints = [0.5022332348441886]
iteration = 60 , objective = 0.6442412877256684, inputs = [0.9499905207331952, 1.1000619283861364], constraints = [0.5022332360283434]
iteration = 61 , objective = 0.6442412843904655, inputs = [0.9499905207331952, 1.1000619268960203], constraints = [0.5022332504825741]
iteration = 62 , objective = 0.64424129422049, inputs = [0.9499905222233113, 1.1000619268960203], constraints = [0.5022332134588766]
iteration = 63 , objective = 0.6442412891339285, inputs = [0.9499905207331952, 1.1000619283861364], constraints = [0.5022332324037506]
iteration = 64 , objective = 0.6442412892031069, inputs = [0.9499905207331952, 1.1000619268960203], constraints = [0.5022332376599726]
iteration = 65 , objective = 0.6442412898285816, inputs = [0.9499905222233113, 1.1000619268960203], constraints = [0.5022332384849317]
iteration = 66 , objective = 0.6442412884483776, inputs = [0.9499905207331952, 1.1000619283861364], constraints = [0.5022332337104868]
iteration = 67 , objective = 0.6733989810250015, inputs = [0.9293262545416363, 1.2852350597362467], constraints = [-0.18310486089182124]
iteration = 68 , objective = 0.6498497011442284, inputs = [0.9434081224980743, 1.1590470024607755], constraints = [0.29819141087450324]
iteration = 69 , objective = 0.646416501225331, inputs = [0.9470621139566853, 1.126303471212671], constraints = [0.41335033126755194]
iteration = 70 , objective = 0.645282979524826, inputs = [0.9486690427021272, 1.1119037326840402], constraints = [0.46265901443701335]
iteration = 71 , objective = 0.644847636241703, inputs = [0.9493977261656014, 1.1053739774762066], constraints = [0.4847433370055713]
iteration = 72 , objective = 0.644664045096832, inputs = [0.9497324982230774, 1.1023740746441613], constraints = [0.49483183812206266]
iteration = 73 , objective = 0.644441103005864, inputs = [0.94988633099507, 1.100995574383891], constraints = [0.49928041942711054]
iteration = 74 , objective = 0.6443192852553511, inputs = [0.9499497850509938, 1.10042696061276], constraints = [0.5010791891438942]
iteration = 75 , objective = 0.6442717750278469, inputs = [0.9499745884526178, 1.1002046965584138], constraints = [0.5017819394074483]
iteration = 76 , objective = 0.6442532110977139, inputs = [0.9499842885435441, 1.1001177737415557], constraints = [0.5020567143275187]
iteration = 77 , objective = 0.644245952240534, inputs = [0.9499880827722348, 1.1000837735401066], constraints = [0.5021641850501721]
iteration = 78 , objective = 0.644245952482133, inputs = [0.9499880842623508, 1.1000837735401066], constraints = [0.5021641826592533]
iteration = 79 , objective = 0.6442459511237881, inputs = [0.9499880827722348, 1.1000837750302226], constraints = [0.5021641838435064]
iteration = 80 , objective = 0.6442459477882054, inputs = [0.9499880827722348, 1.1000837735401066], constraints = [0.5021641982986731]
iteration = 81 , objective = 0.6442459576161579, inputs = [0.9499880842623508, 1.1000837735401066], constraints = [0.5021641612811986]
iteration = 82 , objective = 0.6442459525321458, inputs = [0.9499880827722348, 1.1000837750302226], constraints = [0.5021641802187098]
iteration = 83 , objective = 0.6442459526013677, inputs = [0.9499880827722348, 1.1000837735401066], constraints = [0.5021641854748715]
iteration = 84 , objective = 0.6442459532269342, inputs = [0.9499880842623508, 1.1000837735401066], constraints = [0.5021641862996654]
iteration = 85 , objective = 0.6442459518466334, inputs = [0.9499880827722348, 1.1000837750302226], constraints = [0.5021641815253793]
iteration = 86 , objective = 0.673400895971759, inputs = [0.9293152343980802, 1.2852296371805392], constraints = [-0.18307899212055112]
iteration = 87 , objective = 0.6498517557278108, inputs = [0.9434032190623478, 1.1590577599234133], constraints = [0.2981551218002447]
iteration = 88 , objective = 0.6464183549596011, inputs = [0.9470584678162928, 1.1263213815046633], constraints = [0.41328958079839645]
iteration = 89 , objective = 0.6452846172156722, inputs = [0.9486659036788906, 1.1119251988577015], constraints = [0.46258665125160886]
iteration = 90 , objective = 0.6448491579479246, inputs = [0.9493947943587493, 1.105397259795825], constraints = [0.48466513340228573]
iteration = 91 , objective = 0.644665503579477, inputs = [0.9497296607097767, 1.1023981994514072], constraints = [0.49475095775994904]
